,primaryTitle,HoursViewed,Runtime,Views,startYear,genres
717,The Hunger Games,10000000,2:17,4400000,2012,"Action,Adventure,Sci-Fi"
714,Sound of Hope: The Story of Possum Trot,9400000,2:07,4400000,2024,Drama
719,The Whale,8500000,1:57,4400000,2022,Drama
709,The Art of Joy,8400000,1:55,4400000,2024,"Drama,Romance"
713,No Manches Frida,8400000,1:54,4400000,2016,"Comedy,Romance"
716,The Boy Who Harnessed the Wind,8400000,1:54,4400000,2019,"Biography,Drama,History"
715,Superbad,8200000,1:53,4400000,2007,Comedy
706,Back to the Future Part II,8000000,1:48,4400000,1989,"Adventure,Comedy,Sci-Fi"
711,"Lyle, Lyle, Crocodile",7800000,1:47,4400000,2022,"Adventure,Comedy,Family"
712,Mission: Cross,7700000,1:45,4400000,2024,"Action,Comedy,Crime"
24,404 Run Run,7500000,1:43,4400000,2024,"Comedy,Horror"
707,Hidden Strike,7500000,1:43,4400000,2023,"Action,Adventure,Comedy"
704,#Alive,7200000,1:38,4400000,2020,"Action,Drama,Horror"
710,Kung Fu Hustle,7200000,1:39,4400000,2004,"Action,Comedy,Fantasy"
708,Inheritance,6900000,1:35,4400000,2024,"Comedy,Drama,Mystery"
729,Oppenheimer,13000000,3:00,4300000,2023,"Biography,Drama,History"
734,The Amazing Spider-Man,9700000,2:16,4300000,2012,"Action,Sci-Fi"
727,Miss Peregrine's Home for Peculiar Children,9200000,2:08,4300000,2016,"Adventure,Drama,Family"
733,Tears of the Sun,8700000,2:01,4300000,2003,"Action,Drama,Thriller"
737,Wingwomen,8300000,1:56,4300000,2023,"Action,Comedy,Crime"
722,Charlie and the Chocolate Factory,8200000,1:55,4300000,2005,"Adventure,Comedy,Family"
725,Life,7800000,1:49,4300000,1999,"Comedy,Crime,Drama"
720,American Pie 2,7500000,1:45,4300000,2001,Comedy
736,The Smurfs 2,7500000,1:45,4300000,2013,"Adventure,Animation,Comedy"
730,Punisher: War Zone,7300000,1:43,4300000,2008,"Action,Crime,Drama"
723,Don't Breathe 2,7000000,1:38,4300000,2021,"Action,Crime,Horror"
724,Journey 2: The Mysterious Island,6700000,1:34,4300000,2012,"Action,Adventure,Comedy"
726,Love at First Sight,6500000,1:31,4300000,2023,"Drama,Romance"
731,Rambo,6500000,1:31,4300000,2008,"Action,Thriller"
732,Sniper: G.R.I.T. - Global Response & Intelligence Team,6500000,1:31,4300000,2023,Action
735,The Last Exorcism Part II,6400000,1:29,4300000,2013,"Horror,Thriller"
728,Octonauts and the Caves of Sac Actun,5200000,1:12,4300000,2020,"Adventure,Animation,Comedy"
721,Barbie: Mermaid Power,4700000,1:06,4300000,2022,"Animation,Family,Fantasy"
745,Kingsman: The Secret Service,9200000,2:10,4200000,2014,"Action,Adventure,Comedy"
752,The Hill,8800000,2:07,4200000,2023,"Biography,Drama,Sport"
742,Everest,8400000,2:01,4200000,2015,"Adventure,Biography,Drama"
751,Spy,8300000,2:00,4200000,2015,"Action,Comedy"
738,Back to the Future Part III,8200000,1:58,4200000,1990,"Adventure,Comedy,Sci-Fi"
744,How to Lose a Guy in 10 Days,8100000,1:56,4200000,2003,"Comedy,Romance"
748,Shaolin Soccer,7800000,1:52,4200000,2001,"Action,Comedy,Fantasy"
746,Miracles from Heaven,7700000,1:49,4200000,2016,"Biography,Drama,Family"
747,Pompeii,7300000,1:44,4200000,2014,"Action,Adventure,Drama"
753,War,7200000,1:43,4200000,2007,"Action,Thriller"
750,Sniper: The Last Stand,7000000,1:39,4200000,2025,Action
743,Ferry 2,6600000,1:35,4200000,2024,"Action,Crime,Drama"
739,Big Daddy,6500000,1:33,4200000,1999,"Comedy,Drama"
741,End of the Road,6400000,1:31,4200000,2022,"Action,Crime,Drama"
740,Brightburn,6300000,1:31,4200000,2019,"Drama,Horror,Mystery"
749,Sixty Minutes,6300000,1:30,4200000,2024,"Action,Adventure,Drama"
758,Devara Part 1,11800000,2:52,4100000,2024,"Action,Adventure,Drama"
761,Harry Potter and the Deathly Hallows: Part 1,10000000,2:26,4100000,2010,"Adventure,Family,Fantasy"
771,Spider-Man 3,9400000,2:19,4100000,2007,"Action,Adventure,Sci-Fi"
766,Nope,9000000,2:11,4100000,2022,"Horror,Mystery,Sci-Fi"
762,Harry Potter and the Deathly Hallows: Part 2,8900000,2:10,4100000,2011,"Adventure,Family,Fantasy"
772,The Big Short,8900000,2:11,4100000,2015,"Biography,Comedy,Drama"
754,A Man Called Otto,8600000,2:06,4100000,2022,"Comedy,Drama"
759,Enemy at the Gates,8600000,2:06,4100000,2001,"Action,Drama,War"
755,American Made,7900000,1:55,4100000,2017,"Action,Comedy,Crime"
765,Love & Other Drugs,7800000,1:53,4100000,2010,"Comedy,Drama,Romance"
775,I Can Do Bad All by Myself,7800000,1:53,4100000,2009,"Comedy,Drama"
770,Shaft,7700000,1:52,4100000,2019,"Action,Comedy,Crime"
764,Kindergarten Cop,7500000,1:51,4100000,1990,"Action,Comedy,Crime"
763,Insidious: Chapter 2,7200000,1:46,4100000,2013,"Horror,Mystery,Thriller"
27,American Renegades,7100000,1:45,4100000,2017,"Action,Adventure,Crime"
773,The Dead Don't Die,7100000,1:45,4100000,2019,"Comedy,Fantasy,Horror"
774,The Hangover,6900000,1:40,4100000,2009,Comedy
760,Escape Room,6800000,1:40,4100000,2019,"Action,Adventure,Horror"
25,Ballerina,6500000,1:34,4100000,2023,"Action,Thriller"
26,Ballerina,6500000,1:29,4100000,2023,"Action,Thriller"
768,Pitch Perfect 3,6300000,1:33,4100000,2017,"Comedy,Music"
757,Cloudy with a Chance of Meatballs,6100000,1:30,4100000,2009,"Adventure,Animation,Comedy"
767,Over the Hedge,5800000,1:24,4100000,2006,"Adventure,Animation,Comedy"
776,"Umjolo: My Beginnings, My End!",5000000,1:14,4100000,2025,"Comedy,Drama,Romance"
783,Sikandar Ka Muqaddar,9500000,2:23,4000000,2024,"Action,Crime,Drama"
788,The Lost City,7500000,1:52,4000000,2022,"Action,Adventure,Comedy"
791,Through My Window: Across the Sea,7400000,1:52,4000000,2023,"Comedy,Drama,Romance"
780,Ferdinand,7300000,1:50,4000000,2017,"Adventure,Animation,Comedy"
777,Asterix & Obelix: Mission Cleopatra,7200000,1:48,4000000,2002,"Adventure,Comedy,Family"
789,The Marksman,7100000,1:47,4000000,2021,"Action,Drama,Thriller"
792,Thunder Force,7100000,1:47,4000000,2021,"Action,Adventure,Comedy"
786,Tall Girl,6900000,1:43,4000000,2019,"Comedy,Drama,Family"
781,Lesson Plan,6700000,1:40,4000000,2022,"Action,Crime,Drama"
787,The Bad Guys,6700000,1:40,4000000,2022,"Adventure,Animation,Comedy"
784,Sin instrucciones,6600000,1:39,4000000,2024,Comedy
779,Body Cam,6500000,1:37,4000000,2020,"Horror,Mystery,Thriller"
790,The Perfect Date,6100000,1:31,4000000,2019,"Comedy,Romance"
28,Leap!,6000000,1:34,4000000,2016,"Adventure,Animation,Comedy"
29,Leap!,6000000,1:29,4000000,2016,"Adventure,Animation,Comedy"
782,Lover Stalker Killer,6000000,1:31,4000000,2024,"Crime,Documentary"
785,Space Jam,5800000,1:27,4000000,1996,"Adventure,Animation,Comedy"
801,King Kong,12200000,3:07,3900000,2005,"Action,Adventure,Romance"
794,Amaran,11000000,2:49,3900000,2024,"Action,Biography,Drama"
802,Mission: Impossible - Fallout,9600000,2:28,3900000,2018,"Action,Adventure,Thriller"
800,Hunger,9400000,2:26,3900000,2023,"Drama,Thriller"
796,Batman Begins,9000000,2:20,3900000,2005,"Action,Crime,Drama"
793,AKA,8100000,2:04,3900000,2023,"Action,Crime,Thriller"
806,The Score,8100000,2:04,3900000,2001,"Crime,Drama,Thriller"
795,Awakenings,7900000,2:01,3900000,1990,"Biography,Drama"
805,The Last Voyage of the Demeter,7800000,1:59,3900000,2023,"Fantasy,Horror,Thriller"
807,Train to Busan,7600000,1:58,3900000,2016,"Action,Horror,Thriller"
804,The Christmas Chronicles: Part Two,7400000,1:55,3900000,2020,"Adventure,Comedy,Family"
797,Brazen,6200000,1:36,3900000,2022,"Crime,Drama,Mystery"
803,Rambo: First Blood Part II,6000000,1:33,3900000,1985,"Action,Adventure,Thriller"
799,Hijack '93,5700000,1:27,3900000,2024,"Drama,Thriller"
798,Flushed Away,5500000,1:25,3900000,2006,"Action,Adventure,Animation"
820,Once Upon a Time in the West,10600000,2:46,3800000,1968,"Drama,Western"
821,Outside,8900000,2:22,3800000,2024,"Horror,Thriller"
826,Waterworld,8500000,2:15,3800000,1995,"Action,Adventure,Sci-Fi"
813,Fury,8400000,2:14,3800000,2014,"Action,Drama,War"
811,Erin Brockovich,8300000,2:11,3800000,2000,"Biography,Drama"
817,Mad Square,7900000,2:04,3800000,2025,Comedy
816,Kang Mak,7700000,2:03,3800000,2024,"Comedy,Horror,Romance"
812,French Girl,7100000,1:51,3800000,2024,Comedy
810,Book Club: The Next Chapter,6800000,1:48,3800000,2023,"Comedy,Romance"
814,I Spit on Your Grave,6800000,1:48,3800000,2010,"Horror,Thriller"
809,Ballot,6700000,1:46,3800000,2024,"Comedy,Drama,Thriller"
824,Think Like a Man Too,6700000,1:46,3800000,2014,"Comedy,Romance"
825,Transformers One,6600000,1:44,3800000,2024,"Action,Adventure,Animation"
819,Old Dads,6500000,1:44,3800000,2023,Comedy
823,Sextuplets,6400000,1:40,3800000,2019,Comedy
822,Ride Along,6300000,1:39,3800000,2014,"Action,Comedy,Crime"
808,Agent Game,5700000,1:30,3800000,2022,"Action,Thriller"
815,Inside the Mind of a Dog,4800000,1:15,3800000,2024,Documentary
818,"Miraculous World: New York, United Heroez",3900000,1:01,3800000,2020,"Action,Adventure,Animation"
834,Jigra,9400000,2:34,3700000,2024,"Action,Crime,Drama"
842,Ready Player One,8600000,2:20,3700000,2018,"Action,Adventure,Sci-Fi"
832,Furious 7,8400000,2:17,3700000,2015,"Action,Thriller"
827,Big George Foreman,7900000,2:09,3700000,2023,"Biography,Drama,Sport"
841,Power Rangers,7600000,2:04,3700000,2017,"Action,Adventure,Fantasy"
831,Finding 'Ohana,7500000,2:03,3700000,2021,"Action,Adventure,Comedy"
839,Nosso Sonho,7500000,2:01,3700000,2023,"Biography,Comedy,Drama"
847,The Hunger Games: Mockingjay - Part 1,7500000,2:03,3700000,2014,"Action,Adventure,Sci-Fi"
840,Operation Fortune: Ruse de Guerre,7100000,1:54,3700000,2023,"Action,Comedy,Thriller"
846,The Gentlemen,7000000,1:53,3700000,2019,"Action,Crime"
851,Xtreme,7000000,1:52,3700000,2021,"Action,Crime,Drama"
849,The Mummy,6800000,1:50,3700000,2017,"Action,Adventure,Fantasy"
833,Inside,6500000,1:46,3700000,2023,"Drama,Thriller"
836,Laura,6400000,1:44,3700000,2024,"Biography,Drama"
843,Skyscraper,6300000,1:42,3700000,2018,"Action,Adventure,Thriller"
838,Nocturnal,6100000,1:39,3700000,2025,"Crime,Drama,Thriller"
850,Toscana,5800000,1:33,3700000,2022,"Drama,Romance"
829,Chickenhare and the Hamster of Darkness,5700000,1:32,3700000,2022,"Adventure,Animation,Comedy"
828,Blue Story,5600000,1:32,3700000,2019,"Crime,Drama,Musical"
848,The Little Hours,5600000,1:31,3700000,2017,"Comedy,Romance"
837,National Security,5500000,1:28,3700000,2003,"Action,Comedy,Crime"
844,Surf's Up,5300000,1:26,3700000,2007,"Adventure,Animation,Comedy"
830,Extinct,5200000,1:25,3700000,2021,"Adventure,Animation,Comedy"
845,Sweet Bobby: My Catfish Nightmare,5000000,1:22,3700000,2024,Documentary
30,Dune: Part One,9300000,2:35,3600000,2021,"Action,Adventure,Drama"
880,The Hunger Games: Mockingjay - Part 2,8200000,2:17,3600000,2015,"Action,Adventure,Sci-Fi"
883,The Woman King,8200000,2:15,3600000,2022,"Action,Drama,History"
871,Murder at Yellowstone City,7700000,2:07,3600000,2022,"Crime,Drama,Mystery"
854,Bullet Train,7600000,2:07,3600000,2022,"Action,Comedy,Thriller"
872,Pain Hustlers,7600000,2:05,3600000,2023,"Crime,Drama"
859,Ghostbusters: Afterlife,7400000,2:04,3600000,2021,"Adventure,Comedy,Fantasy"
852,21,7300000,2:03,3600000,2008,"Crime,Drama,Thriller"
873,Polar,7200000,1:59,3600000,2019,"Action,Crime,Thriller"
881,The Menendez Brothers,7100000,1:58,3600000,2024,"Crime,Documentary"
870,Mrs. Harris Goes to Paris,7000000,1:56,3600000,2022,"Comedy,Drama"
865,Love in the Villa,6900000,1:56,3600000,2022,"Comedy,Romance"
874,Robin Hood,6900000,1:56,3600000,2018,"Action,Adventure,Drama"
860,Green Lantern,6800000,1:54,3600000,2011,"Action,Adventure,Sci-Fi"
864,Little,6600000,1:49,3600000,2019,"Comedy,Fantasy,Romance"
869,Missing,6600000,1:51,3600000,2023,"Drama,Mystery,Thriller"
876,Saturday Night,6600000,1:49,3600000,2024,"Biography,Comedy,Drama"
884,We're the Millers,6600000,1:50,3600000,2013,"Comedy,Crime"
858,From Prada to Nada,6500000,1:47,3600000,2011,"Action,Comedy,Drama"
867,Maybe Baby 2,6500000,1:47,3600000,2024,Comedy
855,City Hunter,6300000,1:44,3600000,2024,"Action,Comedy,Crime"
863,Like Father,6300000,1:44,3600000,2018,Drama
879,The Courier,6200000,1:42,3600000,2024,"Action,Adventure,Crime"
882,The Sleepover,6200000,1:44,3600000,2020,"Action,Adventure,Comedy"
862,Larry Crowne,5900000,1:39,3600000,2011,"Comedy,Drama,Romance"
853,80 for Brady,5800000,1:38,3600000,2023,"Comedy,Drama,Sport"
877,Sniper: Legacy,5800000,1:38,3600000,2014,"Action,Drama,Thriller"
861,Kill Em All 2,5400000,1:29,3600000,2024,Action
866,"Love, Guaranteed",5400000,1:31,3600000,2020,"Comedy,Romance"
857,Escape Room: Tournament of Champions,5300000,1:28,3600000,2021,"Action,Adventure,Horror"
875,S.W.A.T.: Under Siege,5300000,1:29,3600000,2017,"Action,Thriller"
878,The Casagrandes Movie,5100000,1:25,3600000,2024,"Adventure,Animation,Comedy"
868,"Miraculous World: Shanghai, the Legend of Ladydragon",3200000,0:54,3600000,2021,Animation
907,Terminator 2: Judgment Day,8000000,2:17,3500000,1991,"Action,Adventure,Sci-Fi"
910,The Northman,7900000,2:17,3500000,2022,"Action,Adventure,Drama"
905,Suicide Squad,7100000,2:03,3500000,2016,"Action,Adventure,Fantasy"
888,Chantal in Fairyland,6900000,1:58,3500000,2024,"Comedy,Fantasy"
889,Charlie's Angels,6900000,1:59,3500000,2019,"Action,Adventure,Comedy"
898,Kiss the Girls,6800000,1:56,3500000,1997,"Crime,Drama,Mystery"
909,The Last Kingdom: Seven Kings Must Die,6600000,1:54,3500000,2023,"Action,Drama,History"
885,Asterix & Obelix: The Middle Kingdom,6500000,1:51,3500000,2023,"Adventure,Comedy,Family"
886,Beckett,6500000,1:50,3500000,2021,"Action,Crime,Drama"
895,Halloween Ends,6500000,1:51,3500000,2022,"Drama,Horror,Mystery"
894,Four Brothers,6400000,1:49,3500000,2005,"Action,Crime,Drama"
896,I Came By,6400000,1:51,3500000,2022,Thriller
908,The Exorcist: Believer,6400000,1:51,3500000,2023,Horror
890,Civil War,6300000,1:49,3500000,2024,"Action,Thriller"
903,She's Out of My League,6200000,1:46,3500000,2010,"Comedy,Romance"
897,I Know What You Did Last Summer,5900000,1:41,3500000,1997,"Horror,Mystery"
901,Salt,5900000,1:40,3500000,2010,"Action,Thriller"
902,Shaft,5900000,1:40,3500000,2000,"Action,Crime,Thriller"
891,Dangerous,5800000,1:39,3500000,2022,"Action,Crime,Drama"
906,Teenage Mutant Ninja Turtles: Mutant Mayhem,5800000,1:40,3500000,2023,"Action,Adventure,Animation"
913,Yara,5700000,1:37,3500000,2021,"Crime,Drama,Thriller"
892,Dangerous Lies,5600000,1:37,3500000,2020,"Crime,Mystery,Thriller"
887,Bobby Z,5500000,1:34,3500000,2007,"Action,Crime,Thriller"
899,Lost Girls,5500000,1:35,3500000,2020,"Crime,Drama,Mystery"
911,Unhinged,5300000,1:31,3500000,2020,"Action,Thriller"
904,Stuart Little,5000000,1:25,3500000,1999,"Adventure,Comedy,Family"
893,Deep Fear,4900000,1:25,3500000,2023,"Action,Horror,Thriller"
900,Outlaw,4900000,1:24,3500000,2024,"Action,Drama"
912,Untold: The Murder of Air McNair,3400000,0:59,3500000,2024,"Crime,Documentary,Sport"
916,Emilia Pérez,7500000,2:12,3400000,2024,"Crime,Drama,Musical"
918,Hereditary,7200000,2:08,3400000,2018,"Drama,Horror,Mystery"
922,Jurassic Park,7200000,2:07,3400000,1993,"Action,Adventure,Sci-Fi"
931,The Theory of Everything,7100000,2:04,3400000,2014,"Biography,Drama,Romance"
933,Things Heard & Seen,6900000,2:01,3400000,2021,"Drama,Horror,Mystery"
919,I Care a Lot,6600000,1:58,3400000,2020,"Comedy,Crime,Drama"
932,The Wolf's Call,6600000,1:56,3400000,2019,"Action,Thriller"
917,Fear Street: Part Three - 1666,6500000,1:54,3400000,2021,"Horror,Mystery"
923,Meet the Parents,6200000,1:49,3400000,2000,"Comedy,Romance"
927,Risen,6200000,1:48,3400000,2016,"Action,Drama,History"
920,Insidious: The Red Door,6100000,1:47,3400000,2023,"Horror,Mystery,Thriller"
914,Animal Crackers,6000000,1:46,3400000,2017,"Adventure,Animation,Comedy"
929,The Christmas Chronicles,6000000,1:45,3400000,2018,"Adventure,Comedy,Family"
924,Miss Bala,5900000,1:44,3400000,2019,"Action,Crime,Drama"
926,Players,5900000,1:45,3400000,2024,"Comedy,Romance"
930,The Rundown,5900000,1:44,3400000,2003,"Action,Adventure,Comedy"
921,Jersey Girl,5800000,1:42,3400000,2004,"Comedy,Drama,Romance"
915,Banger,5200000,1:32,3400000,2025,"Comedy,Music"
925,Murder at Monster High: The Movie!,5000000,1:29,3400000,2025,Family
928,Swing Into Romance,4800000,1:25,3400000,2023,Drama
943,Ocean's Twelve,6900000,2:05,3300000,2004,"Crime,Thriller"
947,The Boy and the Heron,6900000,2:04,3300000,2023,"Adventure,Animation,Drama"
938,Lost Ladies,6800000,2:04,3300000,2023,"Comedy,Drama"
942,Ocean's Thirteen,6700000,2:02,3300000,2007,"Crime,Thriller"
939,Lara Croft: Tomb Raider - The Cradle of Life,6500000,1:58,3300000,2003,"Action,Adventure,Fantasy"
941,Martha,6400000,1:56,3300000,2024,Documentary
949,The Juror,6400000,1:58,3300000,1996,"Crime,Drama,Thriller"
936,First Daughter,5800000,1:46,3300000,2004,"Comedy,Drama,Romance"
951,Y tu mamá también,5700000,1:45,3300000,2001,Drama
950,The Smurfs,5600000,1:43,3300000,2011,"Adventure,Animation,Comedy"
944,Off Track 2,5400000,1:38,3300000,2025,"Comedy,Drama,Romance"
946,Rambo: First Blood Part II,5300000,1:36,3300000,1985,"Action,Adventure,Thriller"
935,Extinction,5200000,1:35,3300000,2018,"Action,Drama,Sci-Fi"
948,The Flintstones,5000000,1:31,3300000,1994,"Comedy,Family,Fantasy"
934,Cat and Dog,4800000,1:27,3300000,2024,Comedy
937,Holiday in the Wild,4700000,1:26,3300000,2019,"Comedy,Drama,Romance"
945,Pinkfong Sing-Along Movie 2: Wonderstar Concert,3900000,1:11,3300000,2022,"Animation,Comedy,Family"
940,Larva Pendant,1800000,0:33,3300000,2022,"Adventure,Animation,Comedy"
953,Black Hawk Down,7800000,2:25,3200000,2001,"Action,Drama,History"
959,Flight,7500000,2:20,3200000,2012,"Drama,Thriller"
971,The Amazing Spider-Man 2,7500000,2:22,3200000,2014,"Action,Adventure,Sci-Fi"
957,Downsizing,7300000,2:17,3200000,2017,"Drama,Fantasy,Sci-Fi"
963,Mission: Impossible - Rogue Nation,7100000,2:12,3200000,2015,"Action,Adventure,Thriller"
964,Moneyball,7000000,2:13,3200000,2011,"Biography,Drama,Sport"
969,Snow White and the Huntsman,6800000,2:07,3200000,2012,"Action,Adventure,Drama"
967,Slumberland,6500000,2:01,3200000,2022,"Adventure,Comedy,Drama"
956,Death Whisperer,6400000,2:01,3200000,2023,"Horror,Thriller"
952,Amazon Bullseye,6100000,1:53,3200000,2024,"Adventure,Comedy"
973,The Net,6000000,1:54,3200000,1995,"Action,Crime,Drama"
960,Friends with Benefits,5900000,1:49,3200000,2011,"Comedy,Romance"
968,Snack Shack,5900000,1:52,3200000,2024,"Comedy,Drama"
962,The Forbidden Camp: Mass Possession,5800000,1:50,3200000,2024,Horror
976,The Room Next Door,5700000,1:46,3200000,2024,Drama
961,Hubie Halloween,5600000,1:44,3200000,2020,"Comedy,Horror,Mystery"
970,Tall Girl 2,5500000,1:42,3200000,2022,"Comedy,Drama,Family"
954,Bruce Almighty,5400000,1:41,3200000,2003,"Comedy,Fantasy"
955,Charlotte's Web,5200000,1:38,3200000,2006,"Adventure,Comedy,Family"
958,Final Destination,5200000,1:38,3200000,2000,"Horror,Thriller"
972,The Boy in the Striped Pajamas,5100000,1:35,3200000,2008,"Drama,War"
975,The Ritual,5100000,1:35,3200000,2017,"Horror,Mystery,Thriller"
974,The Platform,5000000,1:34,3200000,2019,"Horror,Mystery,Sci-Fi"
966,Slender Man,4900000,1:33,3200000,2018,"Horror,Mystery,Thriller"
965,Pangolin: Kulu's Journey,4800000,1:30,3200000,2025,Documentary
978,American Gangster,8200000,2:37,3100000,2007,"Biography,Crime,Drama"
987,Hell,7800000,2:29,3100000,2010,"Comedy,Crime,Drama"
980,Bad Boys II,7500000,2:27,3100000,2003,"Action,Comedy,Crime"
997,The Flash,7500000,2:24,3100000,2023,"Action,Adventure,Fantasy"
991,Goodfellas,7400000,2:25,3100000,1990,"Biography,Crime,Drama"
982,Cabrini,7300000,2:22,3100000,2024,"Biography,Drama"
1002,Unbroken,7200000,2:18,3100000,2014,"Biography,Drama,Sport"
996,The Day After Tomorrow,6500000,2:04,3100000,2004,"Action,Adventure,Sci-Fi"
989,Frida,6400000,2:03,3100000,2002,"Biography,Drama,Romance"
977,6 Bullets,6000000,1:55,3100000,2012,"Action,Crime,Drama"
993,Luckiest Girl Alive,6000000,1:55,3100000,2022,"Drama,Mystery,Thriller"
995,The Bricklayer,5700000,1:50,3100000,2023,"Action,Thriller"
990,Gelin Takimi 2,5600000,1:49,3100000,2025,Comedy
994,Spaceman,5600000,1:49,3100000,2024,"Adventure,Drama,Romance"
998,The Frozen Ground,5400000,1:45,3100000,2013,"Biography,Crime,Drama"
1000,The Tourist,5300000,1:44,3100000,2010,"Action,Thriller"
988,Four Good Days,5200000,1:41,3100000,2020,Drama
1001,Two Weeks Notice,5200000,1:41,3100000,2002,"Comedy,Romance"
986,Don't Tell Mom the Babysitter's Dead,5100000,1:39,3100000,2024,Comedy
999,The Little Rascals Save the Day,5100000,1:38,3100000,2014,"Comedy,Family"
983,Clifford the Big Red Dog,5000000,1:37,3100000,2021,"Adventure,Comedy,Family"
985,Daddy's Home,5000000,1:37,3100000,2015,"Comedy,Family"
1003,Underdogs,5000000,1:37,3100000,2013,"Adventure,Animation,Comedy"
984,Curse of the Seven Oceans,4800000,1:34,3100000,2024,"Horror,Thriller"
979,American Pie Presents: Band Camp,4700000,1:31,3100000,2005,Comedy
992,Goosebumps 2: Haunted Halloween,4700000,1:30,3100000,2018,"Adventure,Comedy,Fantasy"
981,Barbie & Chelsea: The Lost Birthday,3200000,1:02,3100000,2021,"Adventure,Animation,Family"
1021,Saripodhaa Sanivaaram,8700000,2:52,3000000,2024,"Action,Crime,Drama"
1012,Mission: Impossible - Ghost Protocol,6800000,2:14,3000000,2011,"Action,Adventure,Thriller"
1026,The Karate Kid,6400000,2:07,3000000,1984,"Action,Drama,Family"
1004,20th Century Girl,6000000,2:01,3000000,2022,"Drama,Romance"
1023,That's My Boy,5800000,1:55,3000000,2012,"Comedy,Drama"
1014,Night School,5600000,1:51,3000000,2018,Comedy
1019,Rifle Club,5600000,1:52,3000000,2024,Action
1027,The Last Mercenary,5600000,1:52,3000000,2021,"Action,Adventure,Comedy"
1007,Five Nights at Freddy's,5500000,1:49,3000000,2023,"Horror,Mystery,Thriller"
1008,Ghost Rider,5500000,1:50,3000000,2007,"Action,Fantasy,Thriller"
1013,Next Gen,5300000,1:46,3000000,2018,"Action,Adventure,Animation"
1005,Aloha,5200000,1:45,3000000,2015,"Comedy,Drama,Romance"
1024,The Haunted Apartment: Miss K,5200000,1:43,3000000,2024,"Horror,Thriller"
1025,The Invitation,5200000,1:45,3000000,2022,"Horror,Thriller"
1018,Resort to Love,5100000,1:42,3000000,2021,"Comedy,Romance"
1010,Happy Feet Two,5000000,1:39,3000000,2011,"Adventure,Animation,Comedy"
1022,Ténor,5000000,1:41,3000000,2022,"Comedy,Drama,Music"
1011,Kingdom: Ashin of the North,4700000,1:34,3000000,2021,"Action,Drama,Fantasy"
1020,River Runs Red,4700000,1:34,3000000,2018,"Drama,Thriller"
1017,Pig,4600000,1:31,3000000,2021,"Drama,Mystery"
1009,Gifted Hands: The Ben Carson Story,4500000,1:30,3000000,2009,"Biography,Drama"
1016,Non Negotiable,4400000,1:27,3000000,2024,"Action,Comedy,Thriller"
1015,No One Gets Out Alive,4300000,1:27,3000000,2021,"Drama,Horror,Mystery"
1006,Avicii - My Last Show,1500000,0:30,3000000,2024,"Music,Short"
1034,Fighter,7800000,2:44,2900000,2024,"Action,Drama"
1040,Kingsman: The Golden Circle,6900000,2:22,2900000,2017,"Action,Adventure,Comedy"
1057,The Missing,6600000,2:17,2900000,2003,"Adventure,Drama,Thriller"
1047,Sector 36,5900000,2:04,2900000,2024,"Crime,Drama,Thriller"
1036,Guillermo del Toro's Pinocchio,5800000,2:02,2900000,2022,"Adventure,Animation,Drama"
1043,Outlaw King,5800000,2:02,2900000,2018,"Action,Biography,Drama"
1055,The Hitman's Bodyguard,5800000,1:58,2900000,2017,"Action,Comedy,Crime"
1056,The In Between,5700000,1:58,2900000,2022,"Drama,Fantasy,Romance"
1045,RED 2,5600000,1:56,2900000,2013,"Action,Comedy,Crime"
1035,Godzilla vs. Kong,5500000,1:53,2900000,2021,"Action,Sci-Fi,Thriller"
1049,The 5th Wave,5500000,1:53,2900000,2016,"Action,Adventure,Sci-Fi"
1031,Dampyr,5400000,1:50,2900000,2022,"Fantasy,Horror"
1052,The Dilemma,5400000,1:52,2900000,2011,"Comedy,Drama"
1030,Cells at Work!,5300000,1:51,2900000,2024,"Action,Adventure,Comedy"
1053,The Girl Next Door,5300000,1:50,2900000,2004,"Comedy,Drama,Romance"
1061,"You, Me and Dupree",5300000,1:49,2900000,2006,"Comedy,Romance"
1028,About Family,5200000,1:47,2900000,2024,Comedy
1058,The Unbearable Weight of Massive Talent,5200000,1:47,2900000,2022,"Action,Comedy,Crime"
1037,Here,5100000,1:44,2900000,2024,Drama
1048,Thanksgiving,5100000,1:46,2900000,2023,"Comedy,Horror,Mystery"
1038,In Good Hands 2,4900000,1:40,2900000,2024,"Comedy,Drama,Romance"
1051,The Babysitter: Killer Queen,4900000,1:42,2900000,2020,"Comedy,Horror"
1054,The Hangover Part II,4900000,1:42,2900000,2011,Comedy
1046,Rim of the World,4800000,1:39,2900000,2019,"Action,Adventure,Comedy"
1032,Dog Gone,4700000,1:36,2900000,2023,"Biography,Drama,Family"
1044,Predestination,4700000,1:38,2900000,2014,"Action,Drama,Sci-Fi"
1059,Viking Wolf,4700000,1:37,2900000,2022,"Horror,Thriller"
1060,Work It,4600000,1:34,2900000,2020,"Comedy,Music"
1041,Marmaduke,4400000,1:30,2900000,2022,"Adventure,Animation,Comedy"
1033,Fatal Affair,4300000,1:30,2900000,2020,"Crime,Horror,Mystery"
1042,Open Season: Scared Silly,4100000,1:25,2900000,2015,"Adventure,Animation,Comedy"
1050,The Babysitter,4100000,1:26,2900000,2017,"Comedy,Horror"
1029,Barbie Princess Adventure,3500000,1:12,2900000,2020,"Animation,Family,Musical"
